OSM_ID,OSM_Type,Name,Latitude,Longitude,Category,cuisine,opening_hours,phone,website,wheelchair,outdoor_seating,smoking,addr_street,addr_housenumber,coord_group
n10302993981,node,Körpü Kafe,40.4359616,49.8045619,cafe,,,,,,,,,,
n4871143822,node,Lalə Kafe,40.4041935,49.8649974,cafe,,,,,,,,Fətəli Xan Xoyski pr.,95,
n4954339821,node,Lavazza,40.368134,49.83863,cafe,coffee_shop,Mo-Su 10:00-23:00,,,,,,Zərifə Əliyeva küçəsi,,
n10568414396,node,Lavazza Coffee Shop | 28 may,40.3796795,49.8581347,cafe,coffee_shop;italian;pasta;pizza;tea;dessert;salad;soup;sandwich,Mo-Su 09:00-23:00,0102563099,,,,,28 May küçəsi,71B,
n12862063553,node,Let's Play Club,40.3677523,49.8301332,cafe,,Tu-Su 11:00-23:00,+994 10 324 10 01,https://t.me/letsplayfandom,,yes,,Lermontov küç.,,
n3120339012,node,Liman,40.4124272,49.8416951,cafe,,,,,,,,,,
n10278860878,node,Line Lahmacun,40.4356482,49.8446622,cafe,,,,,,,,,,
n13164415738,node,Locco Matcha,40.3705077,49.8384958,cafe,,Mo-Su 09:30-23:30,+994513358818,www.instagram.com/loccomatcha,,,,Zeynalabdin Tağıyev küçəsi,14,
n12996401442,node,Lupin Baku,40.3823568,49.8922454,cafe,,Mo-Su 09:00-04:00,+994103801111,,,,,Füzuli Əliyev küçəsi,,
n12155669036,node,Lupin coffee,40.3616087,49.8345691,cafe,coffee_shop,"Mo-Fr 08:00-23:00, Sa-Su 09:00-00:00",,,,no,outside,Dənizkənarı küçəsi,71,
n10090512258,node,Ləbləbi Şişa,40.3881834,49.8231818,cafe,,,,,,,,,,
n3037852547,node,Ləzzət,40.4266269,49.8516299,cafe,,,,,,,,,,
n12119089301,node,MAER's Coffee,40.4236017,49.8290956,cafe,coffee_shop,Mo-Su 08:00-02:00,+994554162226,https://www.instagram.com/maerscoffee,,no,no,Mirza Mahammad Khan,135E,
n11917653221,node,Magnolia Shop Coffee,40.3685756,49.8379066,cafe,coffee_shop,Mo-Su 09:00-00:00,+994773902525,,,yes,,Əbdülkərim Əlizadə,2b,
n13111966670,node,Malako,40.3932023,49.8396237,cafe,coffee_shop,08:00-24:00,,,,yes,,Qulu Quliyev küçəsi,21,
n10299359572,node,Manqal Kafe,40.4375223,49.7950105,cafe,,,,,,,,,,
n11245603852,node,Masa Baku,40.3925002,49.8630122,cafe,international;regional;turkish;coffee_shop;seafood,12:00-02:00,+994 50 290 37 37,,,yes,,Şah İsmayıl Xətai pr.,Gülarə Qədirbəyova 63a,
n11961831369,node,Mazzolari,40.3809086,49.881785,cafe,coffee_shop,Mo-Su 08:00-00:00,+994505000052,,,no,,1-ci yaşıl ada,1,
n13785670538,node,Mc Donalds \ Memar Əcəmi metrosu,40.4102622,49.813908,cafe,,,,,,,,,,
n11734503284,node,Mezze,40.3643755,49.8308916,cafe,coffee_shop;italian;sandwich;chicken;turkish;lebanese;dessert,,+994508989559,https://www.instagram.com/mezze.az?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,,,,İstiqlaliyyət küçəsi,23A,
n11861993469,node,Milk Lab,40.3847924,49.8844889,cafe,coffee_shop,Mo-Su 08:00-23:59,,,yes,no,no,Mərkəzi Bulvar küç.,5,
n6207504785,node,Minera Lounge,40.4129768,49.8577893,cafe,,,,,,,,Aşıq Molla Cumə,,
n4996780121,node,Miraj Kafe,40.3929237,49.8775683,cafe,,,,,,,,Vladimir Mayakovski küçəsi,,
w318180621,way,Mirvari Kafe,40.3676719,49.8423152,cafe,,Mo-Su 07:00-24:00,+994558252369,,,yes,,Neftçilər Prospekti,,
n12270730504,node,Moka Coffee / Azərbaycan prospekti,40.3698585,49.834664,cafe,coffee_shop,Mo-Su 07:30-00:00,+995 51 244 13 01,https://coffeemoka.com,,no,,Azərbaycan prospekti,4,
n12270730507,node,Moka Coffee / Parkview,40.3769572,49.8361038,cafe,coffee_shop,Mo-Su 07:30-23:00,+994 51 244 13 02,https://coffeemoka.com,yes,no,,Füzuli küçəsi,21,
n4484232190,node,Monroe kafe,40.3415062,49.8106444,cafe,,,,,,,,,,
n4318556091,node,Morug,40.3772365,49.8433085,cafe,,24/7,,,,,,Dilarə Əliyeva,,
n4479449792,node,Muse Kafe,40.3656044,49.832368,cafe,,,,,,yes,,,,
n4708340992,node,Muzey Kafe,40.4078192,49.8740507,cafe,,,,,,,,Fətəli Xan Xoyski küç.,,
n2778881422,node,Mərasim Zalı 2-ci Fəxri,40.3567672,49.8099421,cafe,local,,,,,,,,,
n3042832089,node,Məxməri,40.4280671,49.8482135,cafe,,,,,,,,,,
w1283669068,way,NAZ Tea House,40.4181139,49.8264623,cafe,,,,,,,,Mirzə Məhəmməd Xan,,
w1283669070,way,NAZ Tea House,40.4181725,49.8264986,cafe,,Mo-Su 08:00-22:00,,,,no,,Mirzə Məhəmməd Xan küçəsi,32,
n13089137915,node,NIKA COFFEE,40.3994695,49.8706141,cafe,coffee_shop;sandwich;ice_cream;cake,Mo-Su 08:00-00:00,+994105171737,https://www.instagram.com/nika.coffee.baku,,yes,outside,Nazim Hajiev,4/1,
n9757764341,node,Nar Çiçəyi Kafe,40.4304176,49.8709077,cafe,,,,,,,,,,
n12025224841,node,Naxçıvan Süfrəsi,40.408672,49.8601917,cafe,,,,,,,,,,
n11177444421,node,Naxçıvan Yeməkləri,40.4190026,49.7955886,cafe,,,,,,,,,,
n12208701172,node,Neo Cafe,40.3828922,49.8908287,cafe,coffee_shop,Mo-Su 09:00-00:00,+994506877777,,,no,,Mərkəzi Bulvar küçəsi,,
n12175560972,node,Neşve Next,40.3806545,49.8834038,cafe,coffee_shop,Mo-Su 09:00-23:00,,,,no,,1-ci Yaşıl Ada küçəsi,5,
n7930974196,node,Nicat Aliyev Lounge,40.3780288,49.8531867,cafe,,,,,,,,,,
n10300930261,node,Nihad Kafe,40.4398066,49.8112111,cafe,,,,,,,,,,
n1896641378,node,Niyal,40.3743394,49.8383539,cafe,,,,,no,,yes,,,
n12234460263,node,Organica,40.3890551,49.8431446,cafe,coffee_shop;bakery,Mo-Su 08:00-23:00,+994509749300,,,,,Azadlıq prospekti,100d,
n11861967569,node,Organica Bakery & Coffee,40.375714,49.8514154,cafe,coffee_shop,Mo-Su 07:30-23:00,+994509749300,,,no,,Fikrət Əmirov küçəsi,5b,
n4690624090,node,Ormado Kaffeehaus Baku,40.3711434,49.8387899,cafe,coffee_shop;tea,,,ormado.de,,,,Yusif Məmmədəliyev küçəsi,23b,
n5516353183,node,Orxan Kafesi,40.3960111,49.7916939,cafe,regional,,,,,,,Emin Məcidov,123,
n9791166891,node,Osmanlı Dönər Kafe,40.3864008,49.8149353,cafe,,,,,,,,,,
n4396623056,node,Palid Kafe,40.376342,49.8355502,cafe,,,,,,,,Füzuli küç.,,
n1863175575,node,Palma Cafe,40.3710136,49.8361287,cafe,,,,,,,,,,
n11879170183,node,Palét,40.3702713,49.8344564,cafe,coffee_shop,,,,,,,,,
n11879112856,node,Papaq Lounge,40.3781777,49.8311999,cafe,,,,,,,,,,
n12218172980,node,Paris Brest,40.3752016,49.8565345,cafe,coffee_shop;bakery,Mo-Su 08:00-23:00,+994 51 662 23 13,,,yes,,Rixard Zorge küçəsi,3b,
n4487100089,node,Park Çinar kafe,40.4287621,49.8383751,cafe,,,,,,,,,,
n4335030797,node,Party Pizza,40.4013472,49.8703928,cafe,sandwich;international;tea;pasta;pizza;chicken;mexican;turkish,Mo-Su 11:00-23:00,+994 12 567 07 66,,,,,Mirzəbala Məmmədzadə,13,
n3345839114,node,Paul,40.3760004,49.8607928,cafe,,,,,,,,,,
n7212526785,node,Paul,40.3687608,49.837712,cafe,french;coffee_shop,Mo-Su 09:00-22:00,,,,,,Məhəmməd Əmin Rəsulzadə küçəsi,1,
n4509010282,node,Paxlava Kafe,40.3817476,49.8666701,cafe,regional,mo-su 8:00-23:00,,,,,,Xocalı prospekti,,
n5026723422,node,Pi Art Kafe,40.3796639,49.8426587,cafe,tea,Mo-Su 09:00-00:00,+994514282839,https://m.facebook.com/piartcafe/,,,,Süleyman Rəhimov küçəsi,,
n9913918617,node,Pioner Klub,40.413566,49.8108091,cafe,,,,,,,,,,
n3037852550,node,Play Off,40.4263568,49.8543832,cafe,,,,,,,,,,
w1254581047,way,Posan Kafe,40.4358397,49.8550353,cafe,,,,,,,,,,
n9890472405,node,Qala Qapısı Kafe,40.3970135,49.7915733,cafe,,,,,,,,,,
n3042832090,node,Qara Qaya Kafesi,40.4268895,49.847187,cafe,,,,,,,,,,
n2726729512,node,Qarabağ,40.419895,49.8021557,cafe,,,,,,,,,,
w1436018116,way,Qaya Kafe,40.4251102,49.815248,cafe,,Mo-Su 10:00-23:00,,,,yes,,Mir Cəlal küç.,,
n4483608389,node,Qaya kafe,40.3549438,49.8102851,cafe,,,,,,,,,,
n4483931393,node,Qağayı,40.3722953,49.8551408,cafe,,,,,,,,,,
n6409324132,node,Qozkimi,40.3976332,49.8393948,cafe,,,,,,,,Azadlıq prospekti,125,
w306870238,way,Quba Kafe,40.4306835,49.8703975,cafe,,,,,,,,,,
n9735763099,node,Qurman Kafe,40.3967754,49.8054872,cafe,,,,,,,,,,
n4161164490,node,Qutab house,40.368593,49.835643,cafe,,,,,,,,Kiçik Qala,,
n4869986221,node,Qızıl Gül Kafe,40.403586,49.8556006,cafe,,,,,,,,,,
n6084338691,node,Qəbələ kafe Babək,40.3906602,49.8889489,cafe,,,,,,,,,,
n9793507887,node,Qədir Xum Mərasim zalı,40.3865847,49.8162094,cafe,,,,,,,,,,
n5442207625,node,Qəlyan,40.372265,49.8450514,cafe,,,,,,,,,,
n10295778094,node,Red Black Çay Evi,40.4363076,49.8100457,cafe,,,,,,,,,,
n10299354421,node,Region 56 Çay,40.4397027,49.8092707,cafe,,,,,,,,,,
n5364087921,node,Room,40.4161504,49.8332977,cafe,,,,,,,,Cəfər Xəndan,,
n10300930256,node,Saatlı Kafe,40.4397901,49.810415,cafe,,,,,,,,,,
n8126959855,node,Sael Anticafe,40.407497,49.8469104,cafe,pizza;burger;coffee_shop;sandwich;kebab;international,,,,,,,Məmməd Araz,,
n12469527501,node,Sahhafçı Bookcafe,40.3700916,49.8423691,cafe,,Mo-Su 11:00-23:00,+994 77 347 07 17,,,,,Zərifə Əliyeva küçəsi,,
n9900590824,node,Sahib Kafe,40.3468094,49.8208436,cafe,,,,,,,,,,
n10299354454,node,Sakit Məkan Kafe,40.4377274,49.8051667,cafe,,,,,,,,,,
n3042961335,node,San Siro Çay evi,40.4250694,49.8452899,cafe,,,,,,,,,,
n4665431290,node,Saraclı / Gürcü mətbəxti,40.413548,49.8117316,cafe,,,,,,,,,,
n5212982922,node,Saray Kafe,40.4054478,49.8677856,cafe,,,,,,,,,,
n2914439992,node,Second Cup,40.3717486,49.8375674,cafe,coffee_shop,09:00-22:00,,,,,no,,,
n4518474190,node,Second Cup,40.3787868,49.8472794,cafe,coffee_shop,Mo-Su 10:00-22:00,,,,no,,,,
n9744012508,node,Second Cup,40.3908369,49.8458174,cafe,coffee_shop,08:00-24:30,,,,yes,,Bakıxanov küç.,,
n11917653224,node,Second Cup,40.3684731,49.8382592,cafe,coffee_shop,,,,,yes,,Məhəmməd Əmin Rəsulzadə küç.,4,
n9761553847,node,Sensum By Amapola,40.4103561,49.8606915,cafe,coffee_shop,Mo-Su 09:00-21:00,+99455 208 84 51,https://www.sensum.az/,,yes,,Əhməd Rəcəbli küçəsi,2/29,
n5091526821,node,Servis kafe,40.345595,49.810287,cafe,,,,,,,,,,
n13763369116,node,Shakespeare Şekspir Coffee Baku,40.3689829,49.8371159,cafe,,,,,,,,,,
n4788436321,node,Shirin çay,40.4027595,49.8781553,cafe,,,,,,,,,,
n12179755948,node,Sizzle Coffee,40.381559,49.8846863,cafe,coffee_shop,,,,,,,2-ci Yaşıl Ada küçəsi,,
n12201240739,node,Sketch Coffee,40.3854861,49.8826617,cafe,coffee_shop,Mo-Su 08:00-01:00,+994997993055,https://sketch.az,,yes,,Mərkəzi Bulvar küçəsi,3,
n4352888589,node,Starbucks,40.3755468,49.8609336,cafe,coffee_shop,,,,,,,,,
n4373221389,node,Starbucks,40.4001435,49.8518666,cafe,coffee_shop,,,https://starbucks.com/,,,no,,,
n7619003492,node,Starbucks,40.3586741,49.8374228,cafe,coffee_shop,,,,,yes,,,,
n12146358665,node,Starbucks,40.3738024,49.8595659,cafe,coffee_shop,,,,,,,,,
n4352826894,node,Starbucks 28 Mall,40.3791221,49.8466476,cafe,coffee_shop,,,,,,,Azadlıq pr.,,
n4439003090,node,Starbucks Coffee Baku,40.3697194,49.837061,cafe,coffee_shop,,,,,,,,,
n5087976975,node,"Status Club, Bülbül prospekti",40.3744263,49.8437798,cafe,,,,,,,,Bülbül prospekti,,
n12144871702,node,Street 9 bar,40.3753117,49.8484564,cafe,breakfast;coffee_shop;tea,Mo-Su 08:00-23:00,+994504660835,,,no,,Nizami küçəsi,138,
n3678139452,node,Sultan,40.3625909,49.8214107,cafe,,,,,,,,,,
n9752850861,node,Süfrə Kafe,40.4236634,49.8768246,cafe,,,,,,,,,,
n9727776911,node,Səbuhi Kafe,40.4054269,49.8132214,cafe,,,,,,,,,,
n10295711445,node,Sərin Məkan Kafe,40.4360473,49.8154959,cafe,,,,,,,,,,
n9812873902,node,Səttar Kafe,40.3666563,49.8378843,cafe,,,,,,,,,,
n5995925787,node,TERRACE lounge,40.3964617,49.8745743,cafe,,,+994505008485,,,yes,,,,
n13240454101,node,TWINS,40.3748071,49.8486328,cafe,breakfast;burger;coffee_shop,,,,,,,,,
n4891739922,node,Tampo kafe,40.3906714,49.8549256,cafe,,,,,,,,,,
n7150389468,node,Tatell Baku,40.3675822,49.8368887,cafe,,,,,,,,,,
n12123810501,node,Tava Kafe & Pub,40.3656848,49.8190238,cafe,local,Mo-Su 09:00-00:00,+994503193199,,,,,Ələsgər Ələkbərov küçəsi,2,
n9735798934,node,Tava İrs Kafe,40.4022651,49.8061658,cafe,,,,,,,,,,
n4789388725,node,Tea Station,40.3908188,49.8378397,cafe,coffee_shop;tea,11:00-02:00,+994503938060,,,yes,,Vaqif prospekti,,
n11861648171,node,TeaYouMe,40.3895099,49.8463989,cafe,bubble_tea,Mo-Su 10:30-22:30,+994706009795,,,,,Ceyhunbəy Hacıbəyli küç.,47b,
n11861651669,node,TeaYouMe,40.3725361,49.8458124,cafe,bubble_tea,Mo-Su 10:30-22:30,+994706009795,,,,,Üzeyir Hacıbəyov küçəsi,26,
n4589642393,node,Terrace lounge,40.3963869,49.8744942,cafe,,Mo-Su 10:00-01:00,+994505008485,,,yes,,,,
n3042880043,node,Tez Bazar kafesi,40.4250976,49.8417867,cafe,,,,,,,,,,
n11937159455,node,The Attack,40.3769216,49.8635732,cafe,,,,,,,,Neftçilər pr.,153,
n11877036923,node,The Bagel Bar Coffee House,40.3817488,49.875344,cafe,,,,,,,,,,
n12214017008,node,The Bronx Coffee & Bar,40.3722071,49.8404921,cafe,coffee_shop,24/7,+994706666617,,,yes,,Xaqani küçəsi,13F,
n12943449015,node,The Casual Baku,40.3833903,49.8259713,cafe,burger;regional;breakfast,08:00-22:00,+994502106752,,,yes,,Məhəmməd Naxçıvani küçəsi,15,
n11881148551,node,The Coffee Club,40.3877706,49.8317488,cafe,,,,,,yes,,,,
n5615261724,node,The Garden Central,40.3734767,49.8427693,cafe,,Mo-Su 08:00-03:00,+994 50 778 78 76,,,yes,,Nizami küçəsi,98C,
n4325951994,node,The Green Room Baku,40.4133414,49.824956,cafe,,,,,,,,,,
n4445153806,node,The Nest Cafe,40.3658243,49.8373374,cafe,,,,,,,,,,
n11879170222,node,The Story,40.3713186,49.8336108,cafe,,,,,,,,,,
n4915482222,node,Togrul kafe,40.402653,49.871551,cafe,,,,,,,,,,
n11939731568,node,Traveler's Coffee Baku,40.3758366,49.8427879,cafe,coffee_shop,Mo-Su 09:00-23:00,,https://travelers-coffee.com/m/menu_az.pdf,,no,,Bülbül prospekti,37,
n3678139454,node,Tərs Lalə,40.3782191,49.8116799,cafe,,,,,,,,,,
n4395887293,node,Ucuz Kafe \ Rəsulzadə,40.4355161,49.8435638,cafe,,,,,,,,,,
n12179755949,node,United Coffee Beans,40.3813815,49.8830836,cafe,coffee_shop,"Mo-Sa 08:00-23:00, Su 09:00-23:00",,,,no,,2-ci Yaşıl Ada küçəsi,,
n12175560974,node,Urban,40.3821262,49.8859717,cafe,coffee_shop,Mo-Su 09:00-23:00,,,,no,,İlqar Mirzəyev küçəsi,6,
w1067717324,way,Varium Cafe,40.3805601,49.8417972,cafe,european,,+994105599909,,,,,Bülbül pr.,,
n5890220512,node,Vağzal Kafe,40.4359632,49.8063215,cafe,,,,,,,,,,
n13763369114,node,Vyana Şokolad Baku,40.3695255,49.8372647,cafe,,,,,,,,,,
n11883491269,node,WSpace,40.3764428,49.8412345,cafe,american;cake;coffee_shop;hot_dog;local;sandwich,Mo-Su 09:00-00:00,+994502092394,,,yes,,Dilarə Əliyeva küçəsi,85,
n11888516469,node,Waft Coffee,40.4151913,49.8366441,cafe,coffee_shop,"Mo-Fr 08:00-23:00; Sa, Su 09:00-22:00",+994123100799,,,no,no,Əcəmi Naxçivani,,
n11917653223,node,Wake Up Coffee,40.3682141,49.8385068,cafe,coffee_shop,Mo-Su 09:00-00:00,,,,yes,,Məhəmməd Əmin Rəsulzadə küç.,4,
n11584931076,node,White Cat Coffee,40.3832554,49.8756814,cafe,,,,,,no,,,,
n12585438559,node,Why Baku,40.3832262,49.8934716,cafe,coffee_shop;european;italian;asian;breakfast;regional,Mo-Su 09:00-00:00,+994103228444,,,,no,Mərkəzi Park küçəsi,10h,
n4327228691,node,Wood house,40.401618,49.8391269,cafe,,,,,,,,,,
n10295778039,node,Xan Çay Evi,40.4387614,49.8116657,cafe,,,,,,,,,,
n4483972989,node,Xazai,40.3720774,49.8545038,cafe,,,,,,,,,,
n3043053784,node,Xudafərin kafesi,40.424979,49.8475205,cafe,,,,,,,,,,
n3678139456,node,Xırdalan Kafesi,40.3676572,49.8185591,cafe,,,,,,,,,,
n10299354466,node,Yağmur Kafe,40.4377652,49.8028278,cafe,,,,,,,,,,
w311713285,way,Yaşıl Çay Evi,40.4193291,49.8124546,cafe,,,,,,,yes,Mir Cəlal,,
n12175560955,node,You Coffee,40.3851477,49.8824553,cafe,coffee_shop,Mo-Su 09:00-23:00,,,,yes,,Mərkəzi Bulvar küçəsi,3,
n13665857605,node,ZIBNOF COFFEE 28 May,40.3770173,49.8560641,cafe,coffee_shop;ice_cream;juice;tea;donut;dessert,Mo-Su 08:00-22:00,+994555467772,https://www.instagram.com/zibnof/,,yes,,Xaqani küçəsi,115А,
n4396623058,node,Zanbaq Cafe & Restaurant,40.3771345,49.8384826,cafe,,,,http://zanbaq.cafe/,,,,Füzuli küç.,,
n12186187100,node,Zebra Coffee,40.3751109,49.8505896,cafe,coffee_shop,Mo-Su 07:30-23:00,,,,,,Xaqani küçəsi,66a,
n9811419366,node,Zest,40.3747853,49.8565096,cafe,,09:00-23:00,,,yes,,,Azadlig Square,674,
n9727776852,node,Zirvə Kafe 3 dairəsi,40.404954,49.813035,cafe,,,,,,,,,,
n9793511450,node,Zorbulaq Kafe,40.3859974,49.8156796,cafe,,,,,,,,,,
w1377956447,way,Zəri Kafe,40.3534273,49.8318316,cafe,,,,,,,,,,
n4340379889,node,billur cay evi,40.4268985,49.8519808,cafe,,,,,,,,,,
n4672021890,node,Çay Bağı,40.3664082,49.8364863,cafe,,,,,,,,,,
n4217624527,node,Çay Evi,40.4222534,49.8153502,cafe,,,,,,,,,,
n5136384122,node,Çay Evi Dalğa - Bulvar,40.36907,49.8438305,cafe,,,,,,,,Neftçilər pr.,,
n2788064668,node,Çay evi \ Stansiya Biləcəri,40.4319391,49.8039933,cafe,regional,,,,,,yes,,,
n9793519032,node,Çayxor Kafe \ Elmlər,40.3802266,49.8163515,cafe,,,,,,,,,,
n3678139460,node,Çempion Kafesi,40.3452618,49.8410776,cafe,,,,,,,,,,
w288594422,way,Çinar,40.3937478,49.7936225,cafe,,,,,,,,,,
n4857165521,node,Çiğ Köftəm,40.4047921,49.8664516,cafe,,,,,,,,,,
n3676814406,node,Üç Qardaş Kafe,40.427112,49.8046673,cafe,regional,,,,,,yes,,,
n9747227835,node,İlisu Kafe,40.4196305,49.8491389,cafe,,,,,,,,,,
n4512393989,node,İnferno kafe,40.4283394,49.8456477,cafe,,,070 288 23 24,,,,,,,
n4396623057,node,İnnab Cafe Lounge,40.3762658,49.8367399,cafe,,,,,,,,Şəmsi Bədəlbəyli küç.,,
n8448217184,node,İstanbul,40.4017741,49.8708487,cafe,,,,,,yes,,,,
n13785626480,node,İçərişəhər Kitabevi & Kafe,40.3643082,49.8348926,cafe,sandwich;tea;coffee,Mo-Su 11:00-22:30,+994 12 492 44 27,,,,,Vəli Məmmədov küçəsi,,
n4915489022,node,Şah Ət,40.4027339,49.8684648,cafe,,,,,,,,,,
n10276526930,node,Şahdağ Kafe,40.4388758,49.8443592,cafe,,,,,,,,,,
n10300969069,node,Şamaxı Çay Evi,40.4323204,49.8136117,cafe,,,,,,,,Yəhya Hüseynov küç.,,
n4609905891,node,Şeraton kafe,40.3753447,49.8122121,cafe,,,,,,,,,,
n9906626496,node,Şeyx Klub Kafe,40.3540665,49.8076223,cafe,,,,,,,,,,
n4599698063,node,ŞƏRQ | cafe- sports bar-gaming club,40.4100894,49.819167,cafe,regional,,,https://www.instagram.com/sherqcaffe/,,,,Hüseynbala Əliyev,,
n9758042401,node,Şəki Kafesi,40.4276,49.8804697,cafe,,,,,,,,,,
n11177444413,node,Şəki Kafesi,40.4213325,49.7959614,cafe,,,,,,,,,,
n9727882742,node,Şəki Xan Kafe Əcəmi Dairəsi,40.4103786,49.8143051,cafe,,,,,,,,,,
n4231639492,node,Şərq Evi Kafe,40.3904503,49.8566861,cafe,tea,,,,,,,Akademik Əliəşrəf Əlizadə,,
w339945436,way,Əjdaha dönər Xətai,40.385168,49.8744329,cafe,burger,,,,,,,Nəcəfqulu Rəfiyev küçəsi,17 A,
n4493146495,node,Шоколадница,40.3707148,49.8492987,cafe,,,,,,,,,,
n3585811993,node,Alp Inn Hotel,40.4017349,49.8476676,casino,,,,,,,,,,
n10299354443,node,Topaz,40.4375508,49.8079468,casino,,,,,,,,,,
n4231620691,node,Topaz ,40.3902127,49.8568949,casino,,,,,,,,Akademik Əliəşrəf Əlizadə,,
n12351676523,node,Cinema Plus,40.3687085,49.8375907,cinema,,Mo-Su 10:00-02:00,,,,,,Əziz Əliyev küçəsi,12a,
n4811656321,node,CinemaPlus,40.378626,49.8466489,cinema,,,,https://www.cinemaplus.az/,,,,,,
n7619000925,node,CinemaPlus,40.358332,49.8379269,cinema,,,,,,,,,,
n1837240577,node,Dostluq kinoteatrı,40.3902146,49.8431341,cinema,,,,,,,,,,
n4327577291,node,Hollywood,40.387186,49.8414458,cinema,,Mo-Su 10:00-06:00,+994 55 555 85 75,https://hollywood.az/,,,,,,
n4537410686,node,Hollywood Deluxe Cinema,40.3441486,49.8102411,cinema,,Mo-Su 10:00-06:00,+994 55 849 49 49;+994 12 502 49 49,https://hollywood.az/,,,,Badamdar şossesi,77,
n4537410685,node,Hollywood Gold,40.4109462,49.8394427,cinema,,Mo-Su 10:00-06:00,+994 55 952 52 52,https://hollywood.az/,,,,Nəcəf Nərimanov,11,
n11883518349,node,Metropole Cinema Club,40.3781023,49.8373685,cinema,,,,,,,,,,
n2101935566,node,Nizami Kinoteatrı,40.3754686,49.8435136,cinema,,,+994 50 300 40 87,www.nizamicinema.az,,,,Bülbül pr.,20,
n4452261022,node,Park Cinema,40.4034736,49.8729281,cinema,,,,,,,,,,
n2048984280,node,ŞARABANU,40.4097219,49.8194441,cinema,,,,,,,,,,
n5073091917,node,"AZZA Şirniyyat, Yeni Yasamal",40.3939323,49.7955292,confectionery,,,,,,,,Əsəd Əhmədov küçəsi,,
n11945828369,node,"AZZA Şirniyyat, Yeni Yasamal",40.3940833,49.7961518,confectionery,,,,,,,,Əsəd Əhmədov küçəsi,,
n3536043317,node,Assorti,40.3778806,49.8680009,confectionery,,,,,,,,,,
n5209810823,node,AzCake AzKeyk - 28 Mall,40.3776193,49.848372,confectionery,,,,,,,,,,
n7879745753,node,Azcake Baş Ofis,40.4183856,49.8945926,confectionery,,Mo-Sa 09:00-18:00,,,,,,Müzəffər Nərimanov,2,
n4327583989,node,AzzA,40.3902987,49.8417522,confectionery,,,,,,,,,,
n4494662495,node,Azza,40.3773097,49.8691333,confectionery,,,,,,,,,,
n4983696823,node,Azza,40.4186221,49.8432035,confectionery,,,,,,,,,,
n8598765528,node,Azza Gastronom,40.3929171,49.8097174,confectionery,,,,https://azza.az,no,,,Əbdülvahab Salamzadə,7,
n5418305024,node,Bon Appetit,40.3920269,49.8410079,confectionery,,,,,,,,Azadlıq prospekti,,
n4795688122,node,Chef Style,40.3912558,49.8426498,confectionery,,,+994 12 441 2452,https://www.instagram.com/chefstyle.az/,,,,Ənvər Qasımzadə,,
n5438267321,node,Euphoria M. B. Şirniyyat,40.3762591,49.8169787,confectionery,,,+994125395388,,,,,,,
n3536049628,node,Həyat Şirniyyat,40.3983165,49.876591,confectionery,,,,,,,,,,
n4375474994,node,Janna Şirniyyat,40.3707342,49.8463094,confectionery,,Mo-Su 10:00-23:00,+994124939950,https://www.tort.az/,,,,Neftçilər pr.,131,
n6342456887,node,Kibrit,40.3758745,49.8552232,confectionery,,,,,,,,,,
n4938045321,node,Lviv sokolad evi,40.3705993,49.8356755,confectionery,,Mo-Su 10:00-00:00,+994 50 555 01 70,https://chocolate.lviv.ua,,,,İslam Səfərli küç.,3,
n4588859468,node,Purple Cake Boutique,40.3975689,49.8695012,confectionery,,,+994505585500,,,,,Həsənoğlu küçesi,,
w1061501161,way,Qafqaz Şəkər İstehsalatı,40.4209299,49.863099,confectionery,,,,,,,,,,
n5280730535,node,Quru Yemiş,40.3689829,49.8312904,confectionery,,,,,,,,,,
n3536049254,node,Qədir Xum Şirniyyat,40.401753,49.8736736,confectionery,,,,,,,,,,
n4350296293,node,Rəmzioğlu Şirniyyat,40.4353373,49.837859,confectionery,,,,,,,,Zahid Qəmbərov,,
n5656717375,node,Seki Sirniyyatlari,40.4006004,49.8679546,confectionery,,,,,,,,,,
n3536046653,node,Türk Şirniyyatı,40.4322956,49.8560245,confectionery,,,,,,,,,,
n12972949379,node,Vanilla.az,40.4194425,49.8073043,confectionery,,Mo-Su 10:00-22:00,+994552155323,https://vanilla.az/,,,,,,
n4972041925,node,Vkusnyashka Şirniyyat,40.3831161,49.877795,confectionery,,,,,,,,,,
n4934491031,node,Xurcun,40.3765913,49.8603931,confectionery,,Mo-Su 09:00-22:00,+994777170070,https://www.xurcun.az/en/,,,,,,
n10299354452,node,Şirinlər Şirniyyat,40.4378295,49.8065078,confectionery,,,,,,,,Asəf Zeynallı küç.,,
n3536059103,node,Şirniyyat,40.4348055,49.8428735,confectionery,,,,,,,,,,
n3536062587,node,Şirniyyat,40.4372652,49.8352251,confectionery,,,,,,,,,,
n3253634645,node,Şirniyyat Evi,40.4317448,49.805514,confectionery,,,,,,,,,,
n6425303785,node,Şor Qoğal market,40.3820738,49.8249876,confectionery,,,,,,,,,,
w312794620,way,Bakı Xoreoqrafiya Akademiyası,40.3819623,49.841906,dance_venue,,Mo-Fr 09:00-18:00,+994 12 597 24 61,https://bxa.edu.az,,,,Rəşid Behbudov küçəsi,75,
n10241675128,node,GODANCE by Teymurzada,40.3839089,49.8680433,dance_venue,,,,,,,,,,
